elev_ft,stor_af
734.0,12408.9
734.1,12460.3
734.2,12511.8
734.3,12563.4
734.4,12615.2
734.5,12667.0
734.6,12718.9
734.7,12770.9
734.8,12823.1
734.9,12875.3
735.0,12927.7
735.1,12980.1
735.2,13032.7
735.3,13085.4
735.4,13138.2
735.5,13191.2
735.6,13244.2
735.7,13297.4
735.8,13350.7
735.9,13404.2
736.0,13457.7
736.1,13511.4
736.2,13565.1
736.3,13619.0
736.4,13673.0
736.5,13727.0
736.6,13781.2
736.7,13835.6
736.8,13890.1
736.9,13944.7
737.0,13999.5
737.1,14054.3
737.2,14109.3
737.3,14164.4
737.4,14219.6
737.5,14274.8
737.6,14330.2
737.7,14385.7
737.8,14441.3
737.9,14497.0
738.0,14552.8
738.1,14608.7
738.2,14664.7
738.3,14720.7
738.4,14776.9
738.5,14833.2
738.6,14889.5
738.7,14946.0
738.8,15002.5
738.9,15059.1
739.0,15115.8
739.1,15172.6
739.2,15229.5
739.3,15286.4
739.4,15343.5
739.5,15400.6
739.6,15457.8
739.7,15515.1
739.8,15572.4
739.9,15629.9
740.0,15687.4
740.1,15745.1
740.2,15802.8
740.3,15860.5
740.4,15918.4
740.5,15976.3
740.6,16034.4
740.7,16092.4
740.8,16150.6
740.9,16208.8
741.0,16267.1
741.1,16325.5
741.2,16384.0
741.3,16442.5
741.4,16501.2
741.5,16559.9
741.6,16618.7
741.7,16677.6
741.8,16736.5
741.9,16795.5
742.0,16854.6
742.1,16913.7
742.2,16973.0
742.3,17032.3
742.4,17091.7
742.5,17151.1
742.6,17210.7
742.7,17270.3
742.8,17330.0
742.9,17389.7
743.0,17449.6
743.1,17509.5
743.2,17569.4
743.3,17629.5
743.4,17689.6
743.5,17749.8
743.6,17810.0
743.7,17870.3
743.8,17930.7
743.9,17991.2
744.0,18051.7
744.1,18112.3
744.2,18173.0
744.3,18233.7
744.4,18294.5
744.5,18355.4
744.6,18416.4
744.7,18477.4
744.8,18538.6
744.9,18599.8
745.0,18661.1
745.1,18722.5
745.2,18784.0
745.3,18845.6
745.4,18907.2
745.5,18969.0
745.6,19030.8
745.7,19092.8
745.8,19154.8
745.9,19216.9
746.0,19279.1
746.1,19341.4
746.2,19403.7
746.3,19466.2
746.4,19528.7
746.5,19591.4
746.6,19654.1
746.7,19716.9
746.8,19779.8
746.9,19842.8
747.0,19905.8
747.1,19969.0
747.2,20032.3
747.3,20095.6
747.4,20159.1
747.5,20222.6
747.6,20286.3
747.7,20350.1
747.8,20414.0
747.9,20478.0
748.0,20542.1
748.1,20606.4
748.2,20670.7
748.3,20735.2
748.4,20799.7
748.5,20864.4
748.6,20929.2
748.7,20994.0
748.8,21059.0
748.9,21124.1
749.0,21189.3
749.1,21254.5
749.2,21319.9
749.3,21385.4
749.4,21450.9
749.5,21516.6
749.6,21582.4
749.7,21648.2
749.8,21714.1
749.9,21780.1
750.0,21846.2
750.1,21912.4
750.2,21978.7
750.3,22045.1
750.4,22111.6
750.5,22178.1
750.6,22244.7
750.7,22311.5
750.8,22378.3
750.9,22445.2
751.0,22512.1
751.1,22579.2
751.2,22646.4
751.3,22713.6
751.4,22780.9
751.5,22848.3
751.6,22915.8
751.7,22983.4
751.8,23051.1
751.9,23118.9
752.0,23186.7
752.1,23254.7
752.2,23322.7
752.3,23390.9
752.4,23459.1
752.5,23527.4
752.6,23595.8
752.7,23664.3
752.8,23732.9
752.9,23801.6
753.0,23870.3
753.1,23939.2
753.2,24008.1
753.3,24077.2
753.4,24146.3
753.5,24215.5
753.6,24284.7
753.7,24354.1
753.8,24423.6
753.9,24493.1
754.0,24562.7
754.1,24632.5
754.2,24702.3
754.3,24772.2
754.4,24842.2
754.5,24912.3
754.6,24982.5
754.7,25052.8
754.8,25123.2
754.9,25193.7
755.0,25264.4
755.1,25335.1
755.2,25406.0
755.3,25476.9
755.4,25548.1
755.5,25619.3
755.6,25690.7
755.7,25762.1
755.8,25833.7
755.9,25905.4
756.0,25977.2
756.1,26049.0
756.2,26121.0
756.3,26193.1
756.4,26265.2
756.5,26337.5
756.6,26409.8
756.7,26482.3
756.8,26554.8
756.9,26627.4
757.0,26700.2
757.1,26773.0
757.2,26845.9
757.3,26918.9
757.4,26992.0
757.5,27065.2
757.6,27138.6
757.7,27212.0
757.8,27285.5
757.9,27359.1
758.0,27432.8
758.1,27506.7
758.2,27580.6
758.3,27654.6
758.4,27728.7
758.5,27802.9
758.6,27877.2
758.7,27951.5
758.8,28026.0
758.9,28100.6
759.0,28175.3
759.1,28250.1
759.2,28325.0
759.3,28400.0
759.4,28475.2
759.5,28550.5
759.6,28625.9
759.7,28701.4
759.8,28777.0
759.9,28852.8
760.0,28928.6
760.1,29004.7
760.2,29080.9
760.3,29157.1
760.4,29233.6
760.5,29310.1
760.6,29386.8
760.7,29463.5
760.8,29540.4
760.9,29617.5
761.0,29694.6
761.1,29771.9
761.2,29849.3
761.3,29926.8
761.4,30004.4
761.5,30082.1
761.6,30159.9
761.7,30237.8
761.8,30315.8
761.9,30393.9
762.0,30472.1
762.1,30550.4
762.2,30628.8
762.3,30707.3
762.4,30785.9
762.5,30864.6
762.6,30943.4
762.7,31022.3
762.8,31101.3
762.9,31180.3
763.0,31259.5
763.1,31338.8
763.2,31418.2
763.3,31497.7
763.4,31577.4
